for	O
each	O
of	O
the	O
samples	O
a	O
considerable	O
low	O
-	O
temperature	O
negative	B-PRO
magnetoresistance	I-PRO
was	O
found	O
,	O
whose	O
magnitude	O
in	O
the	O
studied	O
range	O
decreases	O
with	O
increasing	O
iron	B-MAT
concentration	O
.	O

Well	B-DSC
-	I-DSC
crystallized	I-DSC
CuInSe2	B-MAT
particles	B-DSC
were	O
formed	O
via	O
the	O
hydrothermal	B-SMT
reaction	I-SMT
at	O
180	O
°	O
C	O
for	O
1h	O
.	O

this	O
is	O
sustained	O
by	O
the	O
data	O
for	O
the	O
electronic	B-PRO
seebeck	I-PRO
coefficient	I-PRO
.	O

The	O
AC	B-PRO
conductivity	I-PRO
in	O
the	O
prepared	O
sample	O
is	O
due	O
to	O
the	O
presence	O
of	O
electrons	O
,	O
holes	O
and	O
polarons	O
.	O

the	O
density	B-PRO
and	O
coefficient	B-PRO
of	I-PRO
thermal	I-PRO
expansion	I-PRO
of	O
the	O
composite	B-DSC
were	O
<nUm>	O
g	O
/	O
cm3	O
and	O
<nUm>	O
ppm	O
/	O
K	O
,	O
respectively	O
,	O
lower	O
than	O
those	O
of	O
the	O
ZAC	B-MAT
alloy	B-DSC
.	O

Ag	B-MAT
-	O
coated	B-SMT
β-Si3N4	B-MAT
whiskers	B-DSC
reinforced	O
Cu	B-MAT
matrix	B-DSC
composites	I-DSC
(	O
ASCMMCs	B-MAT
)	O
were	O
prepared	O
by	O
powder	B-SMT
metallurgy	I-SMT
method	I-SMT
.	O

The	O
results	O
show	O
that	O
a	O
uniform	O
coating	B-APL
layer	B-DSC
of	O
Li3V2(PO4)3	B-MAT
/	O
C	B-MAT
exists	O
on	O
the	O
surface	B-DSC
of	O
LiFePO4	B-MAT
/	O
C	B-MAT
particles	B-DSC
.	O

most	O
holes	O
are	O
trapped	O
in	O
surface	B-PRO
–	I-PRO
polaron	I-PRO
states	I-PRO
upon	O
gap	O
excitation	O
.	O

it	O
was	O
found	O
that	O
the	O
pressure	O
dependence	O
of	O
the	O
exciton	B-PRO
energy	I-PRO
γ1e,hh	I-PRO
was	O
nonlinear	O
.	O

The	O
intermediate	O
phases	O
and	O
final	O
products	O
were	O
characterized	O
by	O
X-ray	B-CMT
diffraction	I-CMT
,	O
FTIR	B-CMT
spectroscopy	I-CMT
,	O
scanning	B-CMT
electron	I-CMT
microscopy	I-CMT
,	O
thermogravimetric	B-CMT
analysis	I-CMT
,	O
N2	B-CMT
-	I-CMT
adsorption	I-CMT
and	O
chromium	B-PRO
exchange	I-PRO
capacity	I-PRO
(	O
CrEC	B-PRO
)	O
.	O

importantly	O
,	O
the	O
O2Ti	B-MAT
/	O
Co3O4	B-MAT
sensor	B-APL
has	O
shown	O
a	O
detection	O
limit	O
as	O
low	O
as	O
<nUm>	O
ppm	O
,	O
and	O
a	O
good	O
reproducibility	O
.	O

rare	O
earth	O
(RE)-doping	O
is	O
an	O
effective	O
approach	O
for	O
modulating	O
the	O
microstructures	B-PRO
and	O
properties	O
of	O
oxide	B-MAT
semiconductors	B-PRO
.	O

The	O
increase	O
of	O
annealing	B-SMT
temperature	O
up	O
to	O
500	O
°	O
C	O
induced	O
a	O
substantial	O
increase	O
in	O
the	O
absorption	B-PRO
coefficient	I-PRO
and	O
electrical	B-PRO
conductivity	I-PRO
.	O

electronic	B-PRO
band	I-PRO
structure	I-PRO
,	O
density	B-PRO
of	I-PRO
states	I-PRO
and	O
partial	B-PRO
densities	I-PRO
of	I-PRO
states	I-PRO
,	O
optical	B-PRO
refractive	I-PRO
indices	I-PRO
and	O
extinction	B-PRO
coefficients	I-PRO
have	O
been	O
calculated	O
.	O

The	O
probability	O
distribution	O
of	O
the	O
as-calculated	O
free	B-PRO
volume	I-PRO
can	O
be	O
well	O
-	O
fitted	O
by	O
the	O
equation	O
proposed	O
by	O
Turnbull	O
and	O
Cohen	O
.	O

we	O
have	O
produced	O
novel	O
nanostructures	B-DSC
of	O
pure	B-DSC
and	O
ceramic	B-DSC
α-Fe2O3	B-MAT
using	O
electrospinning	B-SMT
,	O
followed	O
by	O
annealing	B-SMT
at	O
<nUm>	O
°	O
C	O
for	O
<nUm>	O
h	O
with	O
ramp	O
rate	O
of	O
<nUm>	O
°	O
C	O
min−1	O
.	O

A	O
deviation	O
from	O
linearity	O
is	O
observed	O
in	O
the	O
high	O
temperature	O
range	O
from	O
which	O
the	O
relevant	O
parameters	O
for	O
the	O
anion	O
frenkel	O
formation	O
process	O
are	O
deduced	O
.	O

The	O
high	O
temperature	O
thermoelectric	B-PRO
properties	I-PRO
are	O
characteristic	O
of	O
a	O
metal	O
with	O
a	O
linear	O
temperature	O
dependence	O
of	O
the	O
Seebeck	B-PRO
coefficient	I-PRO
,	O
S	B-PRO
(	O
for	O
all	O
y	O
)	O
and	O
electrical	B-PRO
resistivity	I-PRO
ρ	I-PRO
(	O
y	O
≥	O
0.1	O
)	O
.	O

the	O
very	O
flat	B-PRO
discharge	I-PRO
and	O
charge	B-PRO
curves	I-PRO
indicated	O
that	O
the	O
electrochemical	O
reaction	O
based	O
on	O
ti4+	O
/	O
ti3+redox	O
couple	O
was	O
a	O
typical	O
two	O
-	O
phase	O
reaction	O
.	O

the	O
mixed	O
layer	O
thickness	O
increases	O
almost	O
linearly	O
with	O
current	B-PRO
density	I-PRO
.	O

Monodispersed	B-DSC
spherical	I-DSC
Y2O3	B-MAT
:	I-MAT
Yb	I-MAT
,	I-MAT
Ho	I-MAT
upconversion	B-PRO
luminescence	I-PRO
(	O
UCL	B-PRO
)	O
particles	B-DSC
with	O
sizes	O
of	O
40	O
–	O
200	O
nm	O
are	O
prepared	O
using	O
a	O
homogeneous	B-SMT
precipitation	I-SMT
method	I-SMT
.	O

It	O
is	O
suggested	O
that	O
this	O
structure	O
is	O
formed	O
via	O
vapor	B-SMT
–	I-SMT
liquid	I-SMT
–	I-SMT
solid	I-SMT
process	I-SMT
and	O
the	O
suitable	O
combination	O
of	O
source	O
temperature	O
,	O
tube	O
vacuum	O
,	O
and	O
substrate	B-DSC
temperature	O
is	O
the	O
key	O
for	O
the	O
formation	O
of	O
such	O
novel	O
structure	O
.	O

It	O
was	O
due	O
to	O
the	O
enhancement	O
of	O
carrier	B-PRO
accumulation	I-PRO
and	O
the	O
reduction	O
of	O
parasitic	B-PRO
resistance	I-PRO
via	O
channel	O
modulation	O
.	O

Optical	B-PRO
effects	I-PRO
of	O
NiOx	B-MAT
interlayer	B-DSC
for	O
OLEDs	B-APL
with	O
AZO	B-MAT
embedded	O
anodes	B-APL

the	O
observed	O
initial	O
decrease	O
in	O
conductivity	B-PRO
(	O
ac	B-PRO
and	O
dc	B-PRO
)	O
and	O
increase	O
in	O
activation	B-PRO
energy	I-PRO
with	O
the	O
addition	O
of	O
MoO3	B-MAT
have	O
been	O
understood	O
to	O
be	O
due	O
to	O
the	O
hindrance	O
offered	O
by	O
the	O
mo+	O
ions	O
to	O
the	O
electronic	O
motions	O
.	O

microwave	B-PRO
dielectric	I-PRO
properties	I-PRO
of	O
(ABi)1	B-MAT
/	I-MAT
2MoO4	I-MAT
(	I-MAT
A	I-MAT
=	I-MAT
Li	I-MAT
,	I-MAT
Na	I-MAT
,	I-MAT
K	I-MAT
,	I-MAT
Rb	I-MAT
,	I-MAT
Ag	I-MAT
)	I-MAT
type	O
ceramics	B-DSC
with	O
ultra-low	O
firing	B-SMT
temperatures	O

At	O
<nUm>	O
K	O
the	O
Tb	B-MAT
moments	O
have	O
two	O
components	O
,	O
a	O
collinear	O
and	O
a	O
noncollinear	O
(	O
spiral	O
)	O
one	O
,	O
and	O
so	O
the	O
magnetic	B-PRO
order	I-PRO
at	O
this	O
temperature	O
has	O
a	O
complex	O
character	O
.	O

In	O
order	O
to	O
investigate	O
the	O
ablation	B-SMT
microstructure	B-PRO
in	O
the	O
initial	O
stage	O
,	O
the	O
sub-layer	B-DSC
microstructure	B-PRO
was	O
characterized	O
and	O
found	O
to	O
be	O
mainly	O
formed	O
by	O
coral	B-DSC
-	I-DSC
like	I-DSC
structures	O
of	O
O2Zr	B-MAT
,	O
which	O
showed	O
huge	O
difference	O
with	O
the	O
continuous	O
structure	O
of	O
O2Zr	B-MAT
on	O
the	O
surface	B-DSC
layer	I-DSC
.	O

the	O
chemical	B-PRO
composition	I-PRO
was	O
determined	O
by	O
auger	B-CMT
